parkCode,states,fullName,designation,latitude,longitude,latLong,fee_usd,fee_type,fee_description
seki,CA,Sequoia & Kings Canyon National Parks,National Parks,36.71277299,-118.587429,"lat:36.71277299, long:-118.587429",25.0,"Commercial Group, 1-6 Passenger Capacity - $10 per passenger - plus entrance fee","The charge for vehicles with a seating capacity of 1-6 passengers is $25 plus $10 per person. This entrance fee is for commercial tours of one or more people traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Passenger ages or entrance passes do not affect the price."
seki,CA,Sequoia & Kings Canyon National Parks,National Parks,36.71277299,-118.587429,"lat:36.71277299, long:-118.587429",75.0,"Commercial Group, 7-15 Passenger Capacity","This entrance fee is for commercial tours of vehicles with a seating capacity of 7-15 people that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. This fee is based on the seating capacity of the vehicle and not the actual number of passengers. Passenger ages or entrance passes do not affect the price."
seki,CA,Sequoia & Kings Canyon National Parks,National Parks,36.71277299,-118.587429,"lat:36.71277299, long:-118.587429",100.0,"Commercial Group, 16-25 Passenger Capacity","This entrance fee is for commercial tours of vehicles with a seating capacity of 16-25 people that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. This fee is based on the seating capacity of the vehicle and not the actual number of passengers. Passenger ages or entrance passes do not affect the price."
seki,CA,Sequoia & Kings Canyon National Parks,National Parks,36.71277299,-118.587429,"lat:36.71277299, long:-118.587429",200.0,"Commercial Group, 26+ Passenger Capacity","This entrance fee is for commercial tours of vehicles with a seating capacity of 26 or more people that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. This fee is based on the seating capacity of the vehicle and not the actual number of passengers. Passenger ages or entrance passes do not affect the price."
seki,CA,Sequoia & Kings Canyon National Parks,National Parks,36.71277299,-118.587429,"lat:36.71277299, long:-118.587429",30.0,Motorcycle Pass,"This pass is valid for 1-7 days and includes everyone traveling on a motorcycle, scooter, or similar motorized vehicle for Sequoia & Kings Canyon National Parks and Hume Lake District of Sequoia National Forest/Giant Sequoia National Monument."
whis,CA,Whiskeytown National Recreation Area,National Recreation Area,40.61359941,-122.6022657,"lat:40.61359941, long:-122.6022657",15.0,Walk-in / Bicycle / Public Transit Entrance Pass,"This pass gives access to the park for one individual to enter on foot, by bicycle, or by public transit. It is valid for seven days and can be applied towards an Annual pass until it expires."
whis,CA,Whiskeytown National Recreation Area,National Recreation Area,40.61359941,-122.6022657,"lat:40.61359941, long:-122.6022657",20.0,Motorcycle Entrance Pass,This pass gives access to the park for one motorcycle. It is valid for seven days and can be applied towards an Annual pass until it expires.
whis,CA,Whiskeytown National Recreation Area,National Recreation Area,40.61359941,-122.6022657,"lat:40.61359941, long:-122.6022657",25.0,Seven Day Entrance Pass,This pass gives access to the park for one vehicle. It is valid for seven days and can be applied towards an Annual pass until it expires.
whis,CA,Whiskeytown National Recreation Area,National Recreation Area,40.61359941,-122.6022657,"lat:40.61359941, long:-122.6022657",55.0,Whiskeytown/Lassen Volcanic Annual Pass,Valid at Whiskeytown NRA & Lassen Volcanic NP for one year from month of purchase.
yose,CA,Yosemite National Park,National Park,37.84883288,-119.5571873,"lat:37.84883288, long:-119.5571873",35.0,"Non-commercial car, pickup truck, RV, or van with 15 or fewer passenger seats",This fee is valid for seven days.
yose,CA,Yosemite National Park,National Park,37.84883288,-119.5571873,"lat:37.84883288, long:-119.5571873",30.0,Motorcycle,This fee is valid for seven days. Cost is per motorcycle (not per person).
yose,CA,Yosemite National Park,National Park,37.84883288,-119.5571873,"lat:37.84883288, long:-119.5571873",20.0,"Foot, bicycle, horse, or non-commercial bus or van with more than 15 passenger seats",This fee is valid for seven days. People 15 years and younger are free. Cost is per person.
yose,CA,Yosemite National Park,National Park,37.84883288,-119.5571873,"lat:37.84883288, long:-119.5571873",25.0,Commercial Tour (sedan up to six seats),The fee is $25 plus $20 per person.
yose,CA,Yosemite National Park,National Park,37.84883288,-119.5571873,"lat:37.84883288, long:-119.5571873",125.0,"Commercial Tour (van, 7-15 seats, regardless of occupancy)",
yose,CA,Yosemite National Park,National Park,37.84883288,-119.5571873,"lat:37.84883288, long:-119.5571873",200.0,"Commercial Tour (mini bus, 16-25 seats, regardless of occupancy)",
yose,CA,Yosemite National Park,National Park,37.84883288,-119.5571873,"lat:37.84883288, long:-119.5571873",300.0,"Commercial Tour (motor coach, 26 or more seats, regardless of occupancy)",
amch,CO,Amache National Historic Site,National Historic Site,38.04962,-102.32903,"lat:38.04962, long:-102.32903",0.0,Entrance Fees,There are no entrance fees.
beol,CO,Bent's Old Fort National Historic Site,National Historic Site,38.03977546,-103.4266499,"lat:38.03977546, long:-103.4266499",10.0,Bent's Old Fort Entrance Fee,"Per Person - Adults (age 16 and older): $10.00
Children (age 15 and under): Free

All park visitors are required to pay an entrance fee or have a valid federal recreation pass to recreate in the park, including walking on the trails.

Entrance fees can be paid to a ranger at the entrance of the fort (credit card only) or at Western National Parks Association (WNPA) park store in the back of the fort (all forms of tender accepted). Permits are good for 7 consecutive days. Fees apply to all 16 years & older."
blca,CO,Black Canyon Of The Gunnison National Park,National Park,38.57779869,-107.7242756,"lat:38.57779869, long:-107.7242756",30.0,Entrance Fee - per vehicle,"Covers all persons in a single, private, noncommercial vehicle and is valid for seven calendar days."
blca,CO,Black Canyon Of The Gunnison National Park,National Park,38.57779869,-107.7242756,"lat:38.57779869, long:-107.7242756",25.0,Entrance Fee - per motorcycle,Covers up to two people on a single motorcycle and is valid for seven calendar days.
blca,CO,Black Canyon Of The Gunnison National Park,National Park,38.57779869,-107.7242756,"lat:38.57779869, long:-107.7242756",15.0,Entrance Fee - per pedestrian or bicycle,Valid for seven calendar days.
blca,CO,Black Canyon Of The Gunnison National Park,National Park,38.57779869,-107.7242756,"lat:38.57779869, long:-107.7242756",100.0,Entrance Fee - commercial bus,Bus with 26 or more passenger seating capacity
blca,CO,Black Canyon Of The Gunnison National Park,National Park,38.57779869,-107.7242756,"lat:38.57779869, long:-107.7242756",40.0,Entrance Fee - commercial bus,Bus with 7-25 passenger seating capacity
blca,CO,Black Canyon Of The Gunnison National Park,National Park,38.57779869,-107.7242756,"lat:38.57779869, long:-107.7242756",30.0,Entrance Fee - commercial bus,Bus with 6 or less passenger seating capacity: $25 plus $7.00 per person
colm,CO,Colorado National Monument,National Monument,39.05045016,-108.6920709,"lat:39.05045016, long:-108.6920709",25.0,Private Non-commercial Vehicle Entrance Fee,"Allows all people in one private non-commercial vehicle entrance into the Monument.
Receipt good for 7 consecutive days.
Entrance Fees are paid at the entrance station by credit card, cash or by check. Seven day passes can also be purchased on-line at https://www.yourpassnow.com/parkpass."
colm,CO,Colorado National Monument,National Monument,39.05045016,-108.6920709,"lat:39.05045016, long:-108.6920709",20.0,Motorcycle Entrance Fee,"Allows driver and passenger of one motorcycle entrance to the Monument.
Receipt is good for 7 consecutive days.
Entrance Fees are paid at the entrance station by credit card, cash or by check."
colm,CO,Colorado National Monument,National Monument,39.05045016,-108.6920709,"lat:39.05045016, long:-108.6920709",15.0,"Individual Entrance Fee (Hiker, Bicyclist)","Allows one person, 16 years of age and older, entrance to the Monument. Typically this covers hikers and bicyclists.
Receipt is good for 7 consecutive days.
Entrance Fees are paid at the entrance station or in self-serve stations at trail heads by credit card, cash or by check."
colm,CO,Colorado National Monument,National Monument,39.05045016,-108.6920709,"lat:39.05045016, long:-108.6920709",40.0,Commercial Entrance Fee - Sedan,"A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers. Possession of passes or the ages of the passengers does not affect the price charged.
Sedan - 1-6 passengers $25 + $5 per person to a maximum of $40"
colm,CO,Colorado National Monument,National Monument,39.05045016,-108.6920709,"lat:39.05045016, long:-108.6920709",40.0,Commercial Entrance Fee - Van & Minibus,"A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers. Possession of passes or the ages of the passengers does not affect the price charged.
Van - 7-15 passengers: $40
Minibus - 16-25 passengers: $40"
colm,CO,Colorado National Monument,National Monument,39.05045016,-108.6920709,"lat:39.05045016, long:-108.6920709",100.0,Commercial Entrance Fee - Motorcoach,"A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers. Possession of passes or the ages of the passengers does not affect the price charged.
Motor coach - 26 or more passengers: $100"
colm,CO,Colorado National Monument,National Monument,39.05045016,-108.6920709,"lat:39.05045016, long:-108.6920709",15.0,Non-commercial Groups,"Organized groups such as Scouts, Rotary, Clubs, Youth Groups, Churches, Reunions, etc. that do not qualify for an Academic Fee Waiver are charged as follows:

$5.00 per person, not to exceed the equivalent commercial rate."
cure,CO,Curecanti National Recreation Area,National Recreation Area,38.46584558,-107.3303371,"lat:38.46584558, long:-107.3303371",0.0,Entrance Fee,"There is no entrance fee for Curecanti. Visitors traveling to East Portal through the Black Canyon of the Gunnison National Park entrance must pay $30.00 per vehicle. It covers all persons in a single, private, noncommercial vehicle and is valid for seven calendar days."
dino,"CO,UT",Dinosaur National Monument,National Monument,40.50739742,-108.9333714,"lat:40.50739742, long:-108.9333714",25.0,Dinosaur Entrance Fee - Private Vehicle,"Admits one private, non-commercial vehicle (15 passenger capacity or less) and all its occupants. Admission is good for seven consecutive days. You can come and go any time with your seven-day pass."
dino,"CO,UT",Dinosaur National Monument,National Monument,40.50739742,-108.9333714,"lat:40.50739742, long:-108.9333714",20.0,Dinosaur Entrance Fee - Motorcycle,"Admits all occupants on a private, non-commercial motorcycle. Admission  is good for seven consecutive days. You can come and go any time with your seven-day pass."
dino,"CO,UT",Dinosaur National Monument,National Monument,40.50739742,-108.9333714,"lat:40.50739742, long:-108.9333714",15.0,Dinosaur Entrance Fee - Per Person,Admits one individual with no car to the monument - typically used for bicyclists and walk-ins. Youth 15 and under are admitted free. Admission  is good for seven consecutive days. You can come and go any time with your seven-day pass.
flfo,CO,Florissant Fossil Beds National Monument,National Monument,38.91260586,-105.2803396,"lat:38.91260586, long:-105.2803396",10.0,Florissant Fossil Beds NM Fee - Individuals 16 years old or older,Per person for individuals 16 years old or older. Good for 7 days.
grsa,CO,Great Sand Dunes National Park & Preserve,National Park & Preserve,37.79256812,-105.5919572,"lat:37.79256812, long:-105.5919572",25.0,Non-Commercial Vehicle and Occupants,Passenger vehicle with all occupants; fee valid for 7 days.
grsa,CO,Great Sand Dunes National Park & Preserve,National Park & Preserve,37.79256812,-105.5919572,"lat:37.79256812, long:-105.5919572",15.0,"Oversized Vehicle, 15+ passengers, age 16+","Per passenger, 16 years and older in oversized vehicle, including 15 passenger vans, small buses, etc. Valid for 7 days. Passengers under 16 are free."
grsa,CO,Great Sand Dunes National Park & Preserve,National Park & Preserve,37.79256812,-105.5919572,"lat:37.79256812, long:-105.5919572",20.0,Motorcycle and Riders,One motorcycle and all its riders; valid for 7 days.
hove,"CO,UT",Hovenweep National Monument,National Monument,37.39134092,-109.0047977,"lat:37.39134092, long:-109.0047977",20.0,Private Vehicle,"Admits one private, non-commercial vehicle (15 passenger capacity or less) and its occupants."
hove,"CO,UT",Hovenweep National Monument,National Monument,37.39134092,-109.0047977,"lat:37.39134092, long:-109.0047977",15.0,Motorcycle,"Admits a private, non-commercial motorcycle and its riders."
hove,"CO,UT",Hovenweep National Monument,National Monument,37.39134092,-109.0047977,"lat:37.39134092, long:-109.0047977",10.0,Per Person,Admits one individual with no car. This fee type is typically used for bicyclists and pedestrians. Youth 15 and under are admitted free.
meve,CO,Mesa Verde National Park,National Park,37.23908345,-108.4624032,"lat:37.23908345, long:-108.4624032",30.0,Mesa Verde Entrance Fee - Per Vehicle - Summer Season,"This is a per-vehicle entrance fee for the summer season (May 1 to October 31, 2020). It is valid for seven days from the day of purchase.

Please note that we offer fee waivers for qualified education groups. Visit http://www.nps.gov/meve/learn/education/feewaiver_info.htm to learn more."
meve,CO,Mesa Verde National Park,National Park,37.23908345,-108.4624032,"lat:37.23908345, long:-108.4624032",25.0,Mesa Verde Entrance Fee - Per Motorcycle - Summer Season,"This is a per-motorcycle entrance fee for the summer season (May 1, 2019 to October 31, 2020. It is valid for seven days from the day of purchase."
meve,CO,Mesa Verde National Park,National Park,37.23908345,-108.4624032,"lat:37.23908345, long:-108.4624032",15.0,Mesa Verde Entrance Fee - Per Person - Summer Season,"This is a per-person (bicyclist and individual) entrance fee for the summer season (May 1 to October 31, 2020). It is valid for seven days from the day of purchase.

Please note that we offer fee waivers for qualified education groups. Visit http://www.nps.gov/meve/learn/education/feewaiver_info.htm to learn more."
meve,CO,Mesa Verde National Park,National Park,37.23908345,-108.4624032,"lat:37.23908345, long:-108.4624032",20.0,Mesa Verde Entrance Fee - Per Vehicle - Fall/Winter/Spring,"This is a per-vehicle entrance fee for fall/winter/spring (January 2 to April 30, 2020 and November 1 to December 31, 2020). It is valid for seven days from the day of purchase.

Please note that we offer fee waivers for qualified education groups. Visit http://www.nps.gov/meve/learn/education/feewaiver_info.htm to learn more."
meve,CO,Mesa Verde National Park,National Park,37.23908345,-108.4624032,"lat:37.23908345, long:-108.4624032",15.0,Mesa Verde Entrance Fee - Per Motorcycle - Fall/Winter/Spring,"This is a per-vehicle entrance fee for fall/winter/spring (January 2 to April 30, 2020 and November 1 to December 31, 2020). It is valid for seven days from the day of purchase."
meve,CO,Mesa Verde National Park,National Park,37.23908345,-108.4624032,"lat:37.23908345, long:-108.4624032",10.0,Mesa Verde Entrance Fee - Per Person - Fall/Winter/Spring,"This is a per-person (bicyclist and individual) entrance fee for fall/winter/spring (January 2 to April 30, 2020 and November 1 to December 31, 2020). It is valid for seven days from the day of purchase.

Please note that we offer fee waivers for qualified education groups. Visit http://www.nps.gov/meve/learn/education/feewaiver_info.htm to learn more."
romo,CO,Rocky Mountain National Park,National Park,40.3556924,-105.6972879,"lat:40.3556924, long:-105.6972879",30.0,1-Day Vehicle Entrance Pass,"Valid for date of purchase. Covers single, non-commercial vehicle with capacity of less than 16 passengers."
romo,CO,Rocky Mountain National Park,National Park,40.3556924,-105.6972879,"lat:40.3556924, long:-105.6972879",15.0,1-Day Per Person Entrance Pass,"Valid for date of purchase. Applies to walk-ins, bicycles, and non-commercial groups."
romo,CO,Rocky Mountain National Park,National Park,40.3556924,-105.6972879,"lat:40.3556924, long:-105.6972879",25.0,1-Day Motorcycle Entrance Pass,Valid for date of purchase. Covers one motorcycle.
romo,CO,Rocky Mountain National Park,National Park,40.3556924,-105.6972879,"lat:40.3556924, long:-105.6972879",35.0,7-Day Vehicle Entrance Pass,Rocky Entrance Fee - vehicle entrance pass valid for 7 consecutive days
romo,CO,Rocky Mountain National Park,National Park,40.3556924,-105.6972879,"lat:40.3556924, long:-105.6972879",30.0,7-Day Motorcycle Entrance Pass,Rocky Entrance Fee - motorcycle entrance pass valid for 7 consecutive days
sand,CO,Sand Creek Massacre National Historic Site,National Historic Site,38.56414189,-102.5169542,"lat:38.56414189, long:-102.5169542",0.0,Sand Creek Massacre NHS Entrance Fee,There is no fee to visit Sand Creek Massacre National Historic Site.
safe,"CO,KS,MO,NM,OK",Santa Fe National Historic Trail,National Historic Trail,37.7276522226,-99.921969227,"lat:37.7276522226, long:-99.921969227",0.0,Entrance fees vary site by site,"There are no user or entry fees for the Santa Fe National Historic Trail. Fees may be charged at some trail-related federal, state, or locally owned historic sites and interpretive facilities. Please contact individual trail sites before visiting for more information."
yuho,CO,Yucca House National Monument,National Monument,37.24778944,-108.6861274,"lat:37.24778944, long:-108.6861274",0.0,No Entrance Fee,There is no entrance fee for Yucca House National Monument.
appa,"CT,GA,MA,MD,ME,NC,NH,NJ,NY,PA,TN,VA,VT,WV",Appalachian National Scenic Trail,National Scenic Trail,40.41029575,-76.4337548,"lat:40.41029575, long:-76.4337548",0.0,Appalachian National Scenic Trail Entrance Fee,The Appalachian National Scenic Trail (NST) does not charge an entrance fee for use of the trail on Appalachian NST land.
colt,CT,Coltsville National Historical Park,National Historical Park,42.4677505493,-73.203666687,"lat:42.4677505493, long:-73.203666687",0.0,Coltsville Entrance Fee,"There is no entrance fee to visit Coltsville National Historical Park, but some affiliated sites may have entrance fees. Check their websites as you plan your visit."
neen,"MA,CT",New England National Scenic Trail,National Scenic Trail,42.2915819137,-72.5242767334,"lat:42.2915819137, long:-72.5242767334",0.0,New England Trail Fees,"There are no fees to hike the New England Trail. Overnight site fees vary, please visit http://www.newenglandtrail.org/get-on-the-trail/overnight-sites, for details and fees."
waro,"MA,RI,CT,NY,NJ,PA,DE,MD,VA,DC",Washington-Rochambeau Revolutionary Route National Historic Trail,National Historic Trail,40.0958204557,-74.8563515109,"lat:40.0958204557, long:-74.8563515109",0.0,Washington-Rochambeau Fee,"There is no fee to explore the Washington-Rochambeau Revolutionary Route National Historic Trail, but fees may apply for sites and attractions along the trail. Visitors should contact sites individually for further information."
wefa,CT,Weir Farm National Historical Park,National Historical Park,41.25886268,-73.45452542,"lat:41.25886268, long:-73.45452542",0.0,Weir Farm NHP Entrance Fee,There is no fee to visit Weir Farm National Historical Park.
wefa,CT,Weir Farm National Historical Park,National Historical Park,41.25886268,-73.45452542,"lat:41.25886268, long:-73.45452542",0.0,Weir House and Studios Tour Fee,"In Season, the Weir House, Weir Studio, and Young Studio are open to the public for tours Wednesday through Sunday. Explore the artists' home and studios and learn about their techniques, styles, influences, and creating art at Weir Farm National Historical Park. Tour registration and information on guided and self-guided experiences in the historic buildings is obtained in the Visitor Center."
afam,DC,African American Civil War Memorial,,38.9166,-77.026,"lat:38.9166, long:-77.026",0.0,No Entrance Fee,No Entrance Fee to enter park site.
anac,DC,Anacostia Park,Park,38.8782,-76.9703,"lat:38.8782, long:-76.9703",0.0,Entrance Fees,There are no entrance fees to this park.
bepa,DC,Belmont-Paul Women's Equality National Monument,National Monument,38.89231541,-77.00381882,"lat:38.89231541, long:-77.00381882",0.0,No Entrance Fee,There is no Entrance Fee to enter this Park.
cahi,DC,Capitol Hill Parks,,38.889993,-76.990332,"lat:38.889993, long:-76.990332",0.0,No Required Fee,No Required Fee
cajo,"VA,MD,DE,DC,PA,NY",Captain John Smith Chesapeake National Historic Trail,National Historic Trail,38.971601,-76.483355,"lat:38.971601, long:-76.483355",0.0,Trail Visitor Fees,"There is no fee to use the Captain John Smith Chesapeake National Historic Trail. Some of the visitor centers, state parks, museums, wildlife refuges, and other sites along the trail may charge entrance fees."
cawo,DC,Carter G. Woodson Home National Historic Site,National Historic Site,38.91089286,-77.02431104,"lat:38.91089286, long:-77.02431104",0.0,No Fee Required,No Fee Required
choh,"DC,MD,WV",Chesapeake & Ohio Canal National Historical Park,National Historical Park,39.000283692,-77.2481399539,"lat:39.000283692, long:-77.2481399539",20.0,Great Falls only - Vehicle Entrance Fee,"Pass is for one private, non-commercial vehicle — passenger cars, pickup trucks, RVs and vans — and is valid at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River and the Great Falls Virginia side of the Potomac River."
choh,"DC,MD,WV",Chesapeake & Ohio Canal National Historical Park,National Historical Park,39.000283692,-77.2481399539,"lat:39.000283692, long:-77.2481399539",15.0,Great Falls only - Motorcycle Entrance Fee,Pass is for one motorcycle and is valid at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River and the Great Falls Virginia side of the Potomac River.
choh,"DC,MD,WV",Chesapeake & Ohio Canal National Historical Park,National Historical Park,39.000283692,-77.2481399539,"lat:39.000283692, long:-77.2481399539",10.0,Great Falls only - Bicycle or On-Foot Entrance Fee,Pass is for one person 16 years of age or older — entering on foot or by bicycle — and is valid at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River and the Great Falls Virginia side of the Potomac River.
choh,"DC,MD,WV",Chesapeake & Ohio Canal National Historical Park,National Historical Park,39.000283692,-77.2481399539,"lat:39.000283692, long:-77.2481399539",25.0,Great Falls only - Commercial Tour Entrance Fee (1-6 passengers),The commercial pass is valid for date of purchase plus six days at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River. Please note that fees are based on vehicle capacity and not actual occupants. Fee does not include an additional charge of $10 per person.
choh,"DC,MD,WV",Chesapeake & Ohio Canal National Historical Park,National Historical Park,39.000283692,-77.2481399539,"lat:39.000283692, long:-77.2481399539",40.0,Great Falls only - Commercial Tour Entrance Fee (7-25 passengers),The commercial pass is valid for date of purchase plus six days at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River. Please note that fees are based on vehicle capacity and not actual occupants.
choh,"DC,MD,WV",Chesapeake & Ohio Canal National Historical Park,National Historical Park,39.000283692,-77.2481399539,"lat:39.000283692, long:-77.2481399539",100.0,Great Falls only - Commercial Tour Entrance Fee (26+ passengers),The commercial pass is valid for date of purchase plus six days at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River. Please note that fees are based on vehicle capacity and not actual occupants.
cbpo,"DC,DE,MD,NY,PA,VA,WV",Chesapeake Bay,,38.971601,-76.483355,"lat:38.971601, long:-76.483355",0.0,NPS Chesapeake Bay Office,"There is no fee to visit the Chesapeake Bay Office. Some of the state parks, museums, wildlife refuges and other sites throughout the Chesapeake watershed may charge entrance fees. Visit FindYourChesapeake.com to find complete information about each partner site."
cwdw,"DC,MD,VA",Civil War Defenses of Washington,,38.9644,-77.0292,"lat:38.9644, long:-77.0292",0.0,Civil War Defenses Of Washington,Civil War Defenses of Washington sites are fee free.
coga,DC,Constitution Gardens,,38.8909354,-77.04409306,"lat:38.8909354, long:-77.04409306",0.0,No Entrance Fee,No Entrance Fee to enter park site.
ddem,DC,Dwight D. Eisenhower Memorial,Memorial,38.8869476647,-77.018737554,"lat:38.8869476647, long:-77.018737554",0.0,No Entrance Fee,No Entrance Fee
foth,DC,Ford's Theatre,,38.89668819,-77.02577944,"lat:38.89668819, long:-77.02577944",0.0,No Entrance Fee,"No entrance fee to enter site, though free tickets ARE required."
fodu,DC,Fort Dupont Park,,38.87731289,-76.94955824,"lat:38.87731289, long:-76.94955824",0.0,Park Entrance,Free
frde,DC,Franklin Delano Roosevelt Memorial,,38.88341274,-77.04311542,"lat:38.88341274, long:-77.04311542",0.0,No Entrance Fee,No Entrance Fee to enter park site
frdo,DC,Frederick Douglass National Historic Site,National Historic Site,38.86298458,-76.98508147,"lat:38.86298458, long:-76.98508147",0.0,Entrance Fee,There is no entrance fee.
frdo,DC,Frederick Douglass National Historic Site,National Historic Site,38.86298458,-76.98508147,"lat:38.86298458, long:-76.98508147",1.0,House Tour Reservation,Visitors can reserve tickets for guided tours of the historic house.
gwmp,"DC,MD,VA",George Washington Memorial Parkway,Memorial Parkway,38.9628,-77.1495,"lat:38.9628, long:-77.1495",20.0,"Great Falls Park, VA","Great Falls Park Vehicle Permit ($20)
7-day pass. Admits one single, private, non-commercial vehicle and all its passengers. Organized groups are not eligible for the vehicle permit. Is also valid for entrance into the Chesapeake and Ohio Canal NHP.

Great Falls Park Individual Permit ($10)
Admits one individual when entering by foot, bicycle, or equestrian. Individuals 15 years old and younger are admitted free of charge. Is also valid for entrance into the C &O Canal National Historic Park"
keaq,DC,Kenilworth Park & Aquatic Gardens,,38.9128,-76.9434,"lat:38.9128, long:-76.9434",0.0,Entrance Fee,There is no entrance fee to the park. There is free parking in the park.
kowa,DC,Korean War Veterans Memorial,,38.88784226,-77.04773857,"lat:38.88784226, long:-77.04773857",0.0,No Entrance Fee,No Entrance Fee to enter Park Site
lyba,DC,LBJ Memorial Grove on the Potomac,,38.87858036,-77.05145832,"lat:38.87858036, long:-77.05145832",0.0,No Fee,There is no fee for visiting the Lyndon Baines Johnson Memorial Grove on the Potomac.
linc,DC,Lincoln Memorial,,38.88927229,-77.05017778,"lat:38.88927229, long:-77.05017778",0.0,No Entrance Fee,No Entrance Fee
mlkm,DC,"Martin Luther King, Jr. Memorial",,38.8862276865,-77.0442195534,"lat:38.8862276865, long:-77.0442195534",0.0,No Entrance Fee,No Entrance Fee
mamc,DC,Mary McLeod Bethune Council House National Historic Site,National Historic Site,38.90819107,-77.03096742,"lat:38.90819107, long:-77.03096742",0.0,No Fee Required,No Fee Required
nace,DC,National Capital Parks-East,,38.8659,-76.994,"lat:38.8659, long:-76.994",0.0,Free Entrance,"National Capital Parks-East is located in Anacostia Park, which is fee free."
nama,DC,National Mall and Memorial Parks,,38.8899,-77.026,"lat:38.8899, long:-77.026",0.0,Fee Free,There is no charge for any of the sites within National Mall and Memorial Parks. The only exception is the reservation fee for tickets for the Washington Monument ($1.00 per ticket).
paav,DC,Pennsylvania Avenue,,38.89426856,-77.02506554,"lat:38.89426856, long:-77.02506554",0.0,No Entrance Fee,No Entrance Fee
pohe,"DC,MD,PA,VA",Potomac Heritage National Scenic Trail,National Scenic Trail,39.15060133,-77.52301085,"lat:39.15060133, long:-77.52301085",0.0,No fee,"It's generally free to use the Potomac Heritage Trail, but some local jurisdictions may charge a fee."
whho,DC,President's Park (White House),,38.89541886,-77.03654147,"lat:38.89541886, long:-77.03654147",0.0,President's Park,There is no fee to visit any area in President's Park.
rocr,DC,Rock Creek Park,Park,38.95125063,-77.05002838,"lat:38.95125063, long:-77.05002838",0.0,Rock Creek Park Fees,Rock Creek Park Does not have any entrance fees.
stsp,"MD,VA,DC",Star-Spangled Banner National Historic Trail,National Historic Trail,39.2872505188,-76.6034317017,"lat:39.2872505188, long:-76.6034317017",15.0,Fort McHenry--Trail Headquarters,The entrance fee to the Historic Zone (including the Star Fort) is $15.00 per adult 16 years of age and older. Children 15 and younger are free. All 'America the Beautiful' Interagency Passes are accepted. All passes cover admission for the pass holder and three additional guests ages 16 and older. Passes may be purchased/obtained at the main desk inside the Visitor and Education Center.
stsp,"MD,VA,DC",Star-Spangled Banner National Historic Trail,National Historic Trail,39.2872505188,-76.6034317017,"lat:39.2872505188, long:-76.6034317017",0.0,Various Trail locations,Some Trail partners charge an entrance fee and some do not. Be sure to check with each visitor and interpretative center to find out their fees.
this,DC,Theodore Roosevelt Island,,38.89584162,-77.06241918,"lat:38.89584162, long:-77.06241918",0.0,Theodore Roosevelt Island Entrance Fee,no fee
thje,DC,Thomas Jefferson Memorial,,38.88101431,-77.03632572,"lat:38.88101431, long:-77.03632572",0.0,No Entrance Fee,No Entrance Fee
vive,DC,Vietnam Veterans Memorial,Memorial,38.89096297,-77.04765735,"lat:38.89096297, long:-77.04765735",0.0,No Entrance Fee,No Entrance Fee
wamo,DC,Washington Monument,,38.88948,-77.035207,"lat:38.88948, long:-77.035207",1.0,Advanced Ticket Reservation Fee,Reservations may be made at recreation.gov or by calling 877-444-6777. There is a $1.00 service charge per ticket to cover reservation service; these fees are NON-REFUNDABLE.  All orders are final. Each visitor over the age of two must have their own individual ticket. Each recreation.gov user may reserve up to six individual tickets per day (Group Tickets may reserve up to 55 ticket).
wwim,DC,World War I Memorial,,38.8959,-77.0329,"lat:38.8959, long:-77.0329",0.0,WWI Memorial Entrance Fee,There are no fees associated with visiting this site.
wwii,DC,World War II Memorial,,38.88923917,-77.0403759,"lat:38.88923917, long:-77.0403759",0.0,No Entrance Fee,No Entrance Fee
frst,"DE,PA",First State National Historical Park,National Historical Park,39.83076929,-75.56353942,"lat:39.83076929, long:-75.56353942",0.0,First State Fees,There are no fees to visit First State National Historical Park. Some partner sites may charge a small fee for special programs.
